"Ferment","Humidity","Inlet","Outlet","Rain","Input","Output"
23.1678515,80.74788527,101.3246237,35.24456569,40,26302,5375
23.6803456,78.09669487,122.185059,43.33613314,40,26275,5341
23.89482951,80.53959966,99.86264169,39.18677452,20,10794,2134
23.28842304,79.04695672,99.30119421,40.48128245,10,16828,3728
24.13239674,78.44146408,127.7316356,44.7537638,5,11239,2344
25.85044059,79.95572367,111.9594612,40.09946328,28,15574,3363
22.29603033,79.19225136,100.778574,39.71829518,35,22167,4856
26.55826329,79.04670046,113.7430891,36.83098126,6,17090,3613
24.13239674,78.10103855,119.1540354,37.62604686,14,11079,2377
24.96343358,78.41698113,123.6870231,44.65342744,29,14478,3039
24.65570633,78.93006356,112.0545288,43.8993461,5,11184,2358
26.34765792,80.49214791,125.0829443,36.86111403,5,20032,4161
27.28186629,80.13306665,116.78972,39.30874437,34,30261,6728
22.42394833,80.54104964,103.7897404,39.34236856,5,18004,3888
23.28842304,78.77605282,101.0043032,37.06165794,25,15230,3269
25.13984604,78.88611725,103.6568825,37.66705583,35,8325,1578
24.62975108,80.89161405,109.8066081,41.89998128,29,25756,5375
27.64268228,80.44151059,103.2538478,40.46946826,26,12752,2677
24.41164536,79.50866581,109.780436,40.43744667,28,13272,2727
25.53946015,79.49348989,101.9295748,44.25216831,39,9084,2134
27.55035434,79.29997666,115.8893193,38.09677153,10,16677,3508
27.01947462,78.35636296,107.513241,42.08002289,15,10218,2011
27.64268228,80.93453861,113.2761081,43.12489346,5,25756,5375
26.66695008,78.35636296,125.610861,36.08382598,35,19538,4296
24.8272643,79.7818028,109.780436,41.80816389,35,8994,1942
24.41164536,78.8052114,112.2574445,43.04428862,5,17126,3623
27.76232279,80.53297071,103.2538478,41.46092356,5,17728,3728
22.61862266,78.71866302,116.6016072,41.07970387,30,16100,3502
22.97487382,78.69363103,125.2169076,43.4082814,30,19775,4232
24.09171172,79.43360714,97.10432223,41.22051656,29,24560,5231
27.34713376,80.20320774,106.0663256,43.73148257,24,11184,2377
23.50005652,80.41773935,125.0829443,40.43744667,34,7410,1257
22.46728568,80.54104964,103.7897404,39.34236856,15,15784,3347
26.9366195,78.87875812,103.181763,39.50909544,15,15633,3337
24.65775612,80.62846702,117.0530576,41.80947153,45,20114,4183
25.06403345,79.07764414,126.5954698,43.53021424,30,17128,3728
26.60395529,79.81771705,103.6100977,43.63567226,25,16498,3576
25.71967973,80.16162142,111.9594612,39.05351868,10,16705,3508
24.62975108,78.8052114,112.8992935,43.04428862,14,14431,2953
27.39224532,79.32196425,113.0226603,43.64571576,15,15117,3234
25.13984604,80.52433213,127.1701235,39.25772954,28,12754,2628
25.17588932,78.88611725,121.8361684,35.00320331,17,15253,3163
23.30097946,78.62134413,123.6870231,35.24456569,5,11160,2511
24.96343358,80.81760488,117.0530576,43.43752697,10,13793,3039
27.60791825,78.34734425,115.8893193,36.08382598,26,19775,4210
23.22122615,78.77605282,125.346986,40.48128245,5,15210,3181
22.02125634,79.19225136,109.3011533,38.2768215,25,12931,2723
26.20661208,80.6038473,112.3706972,43.12489346,25,12218,2413
22.61862266,78.06498845,114.1064187,39.70578887,30,19538,4232
26.66695008,79.81148071,101.2675354,40.53407138,10,15724,3345
23.28842304,78.62134413,107.1911753,41.72652207,5,17493,3544
24.44050863,80.41849289,127.1701235,43.43752697,35,7410,1778
26.9366195,80.07408702,113.2892204,41.09248642,25,17128,3613
26.593188,79.15093695,114.8654449,40.30042587,10,16877,3623
24.63405909,78.03819254,119.1540354,37.58363581,5,11079,2511
24.09171172,78.44146408,112.7513532,44.65342744,5,16498,3445
22.46728568,80.53987208,103.7897404,37.70212064,10,18004,4096
24.41164536,80.14044721,127.9888687,35.68574591,45,24867,5061
26.85452663,78.87875812,103.729158,37.41569346,50,20457,4232
25.00100229,79.03820694,100.0538915,41.57152567,24,13309,2720
27.29138839,80.90654233,110.4084302,35.84052979,30,22064,4856
24.65775612,78.03819254,104.3266797,36.41539411,20,12152,2413
24.84709869,80.62194135,117.0530576,41.89998128,18,23875,5072
22.98589514,78.69363103,101.0043032,42.25757062,20,18351,3888
27.20918804,80.40933596,100.6920216,36.85348912,30,24478,5231
27.28186629,80.30095605,110.4084302,39.05351868,35,30261,6231
24.65570633,80.62846702,112.3706972,41.89998128,35,8994,2134
22.9502145,78.55180034,116.6016072,43.73896464,25,21120,4856
25.62307173,79.19717582,108.9723966,40.30042587,29,16066,3337
22.19557247,80.17861442,115.935393,41.07970387,5,7827,1226
26.85452663,78.64016778,127.7316356,36.08382598,50,19511,4100
25.04757264,78.41698113,107.513241,38.28182872,25,16100,3486
25.50230058,80.08657283,106.7321467,43.73148257,28,11239,2571
22.6479162,78.96911439,105.3893376,38.2768215,21,5705,1257
24.59940382,79.50866581,103.5170999,38.26230823,33,22167,4436
23.65905537,80.68928983,101.3128434,39.55413191,45,24761,5072
24.96343358,78.90023127,112.2574445,44.7537638,29,9084,1942
24.61870807,80.82285528,112.3706972,38.26230823,35,22064,4497
23.2476218,79.41034633,96.27519623,35.23949444,55,15253,3228
24.96658488,78.48756703,105.5638369,43.04428862,24,15210,3181
22.87539914,78.69363103,125.2169076,39.07956667,25,25038,5610
27.64268228,80.53297071,115.9119954,37.83164837,10,17728,3728
26.9146054,78.64016778,116.833022,36.00421995,15,17126,3644
27.51865797,79.32196425,120.7023885,44.25216831,5,20654,4210
22.40019725,80.85635751,108.2140267,37.70212064,15,29282,6573
26.60395529,78.7386461,100.0538915,40.02958269,10,8325,1706
25.03264655,78.48756703,112.7513532,41.15980781,25,25345,5316
25.10138229,78.90023127,97.94244601,39.02690516,45,19986,4183
23.50005652,79.92609337,125.4843682,39.81593654,40,10954,2571
22.40019725,80.15308951,103.7897404,43.56650715,15,21120,4529
23.2476218,79.04695672,99.30119421,36.37239835,20,5705,1226
23.89482951,79.16745613,126.5954698,41.21536012,10,17404,3623
26.70721846,78.35636296,116.833022,35.00320331,55,24867,5104
27.33701368,80.75199036,127.822302,35.43954758,40,15220,3255
24.80306083,78.20307034,122.185059,43.04428862,29,19775,4247
26.05731818,79.95572367,125.3517732,35.66351663,28,26302,5497
25.53946015,78.83952503,103.181763,41.88357174,25,15230,3272
22.48946288,80.54104964,114.7739212,39.34236856,35,5851,1257
22.42394833,78.29038775,122.185059,43.29545866,21,11079,2511
27.42361269,79.82595446,113.7968445,36.14719154,10,15149,3228
27.75661903,80.44620234,103.2538478,40.46946826,25,12754,2677
23.39682679,80.68928983,102.4933521,35.24456569,30,23815,5000
26.9146054,78.64009591,127.7316356,35.00320331,5,26302,5497
25.44516342,80.86146178,112.3706972,37.15563748,35,29282,6475
27.54133065,79.20934791,110.8289538,40.79655071,25,12961,2826
25.10138229,79.07764414,124.7266733,37.90865746,26,17317,3633
23.1678515,79.87054361,96.27519623,37.06165794,33,24560,5199
24.45149596,80.14044721,101.7690733,38.26230823,20,20009,4234
22.94980566,79.34209108,125.3854748,43.73896464,29,5844,1523
27.0747521,79.61926826,117.3772888,40.13998114,25,15149,3196
27.20763982,79.18429278,108.9723966,41.88271226,15,8348,1778
23.30097946,78.77605282,121.8361684,41.72652207,28,19538,4210
25.58240036,78.30663689,112.7513532,39.50909544,35,23468,5028
27.54133065,79.32196425,120.7023885,44.16945708,5,11184,2600
26.593188,79.04670046,114.8654449,37.29495841,25,12549,2611
23.89482951,79.43360714,99.52105955,39.17224947,39,22167,4727
22.12438214,80.53987208,108.2140267,37.70212064,10,9764,1942
27.33701368,78.4338507,116.78972,36.00421995,15,10218,2011
24.96658488,78.82846957,103.729158,44.65342744,29,14864,3307
22.66609461,80.05946807,125.2169076,43.46459175,35,10954,2511
24.62975108,78.8052114,103.6568825,44.7537638,5,11239,2344
27.21607282,80.30095605,117.7226915,39.25772954,20,16388,3508
27.21607282,80.13306665,123.6649507,36.86111403,28,15934,3337
27.21607282,78.4338507,126.6953147,37.23562402,15,15210,3228
27.75661903,80.44620234,103.2538478,37.83164837,16,23875,5231
27.84687062,79.6581339,103.2538478,39.05351868,10,15682,3347
22.40019725,80.85635751,108.2140267,39.57496996,15,13793,2953
25.00100229,79.03820694,97.94244601,39.18677452,21,12834,2855
27.0747521,79.5745,117.3772888,44.16945708,27,11184,2600
27.21607282,79.22178613,110.4084302,41.88271226,15,16081,3454
22.66238076,80.72726883,116.6016072,39.07956667,24,17404,3633
24.62975108,78.8052114,112.2574445,43.04428862,5,15210,3255
22.40019725,80.84777819,103.7897404,37.70212064,27,22064,4787
27.13941264,80.40933596,111.9594612,43.73148257,34,15634,3363
24.09171172,79.59689328,109.780436,44.73895246,22,22557,4594
24.44050863,79.50866581,101.0596166,41.89998128,5,24560,5104
22.00740871,80.17861442,115.935393,43.46459175,15,13272,2773
24.09171172,80.66207851,101.3128434,35.92628951,45,19412,4146
25.35672572,79.37546984,101.3277098,43.97473936,55,9084,2006
26.66695008,78.64009591,125.610861,36.00421995,35,19788,4146
22.19557247,80.29743298,100.2709257,39.57496996,27,10794,2186
25.39919515,79.26512176,117.1461096,42.86899977,30,12549,2677
27.20763982,80.60188853,123.9515326,37.7496183,40,12496,2677
24.62975108,79.50866581,112.2854848,43.17425115,22,12948,2772
25.00100229,79.03820694,98.77059593,39.02690516,24,15682,3277
25.71686154,79.49348989,101.9295748,41.38002165,39,30261,6573
24.74203336,79.33672705,127.3600532,41.21536012,30,10954,2421
27.13941264,79.48749844,117.3772888,42.62228634,55,20457,4210
26.02176139,79.62322438,118.8406477,36.86111403,28,16877,3633
24.62975108,80.14044721,125.3517732,38.26230823,45,21192,4436
23.65657838,79.92609337,112.6115105,38.70657961,50,16270,3502
25.00100229,79.07764414,116.6371782,37.90865746,30,18744,4100
25.51177122,79.09046849,124.7266733,43.68278761,30,13906,2953
24.08038217,78.09669487,114.1064187,36.56191235,25,16821,3613
26.9146054,78.09888315,119.1540354,37.62604686,15,11079,2358
25.10138229,79.03820694,112.0545288,37.90865746,29,14922,3234
27.33701368,79.69567974,123.6649507,39.25772954,25,15149,3205
22.52566121,80.85635751,129.593762,39.07956667,29,31452,6231
27.60791825,79.32196425,100.5079374,38.20820332,5,15574,3343
25.39919515,80.52433213,127.1701235,39.25772954,15,20032,4146
24.65570633,80.62846702,97.55397803,36.85348912,30,12971,2720
23.2476218,78.62134413,107.1911753,35.23949444,2,23815,5072
22.46728568,80.84777819,111.000565,39.34236856,27,22064,4669
23.32167524,79.04695672,124.7266733,37.6711538,5,17404,3728
25.44516342,80.72604703,124.2751841,35.46083984,28,15220,3228
27.29138839,80.90654233,114.9955594,37.15563748,32,31452,6475
22.40019725,78.29038775,113.5277791,44.7328558,21,14934,3272
24.13239674,78.10103855,126.0695173,43.33613314,28,25345,5375
27.21607282,80.30095605,117.7226915,35.66351663,40,32768,6231
27.51865797,79.20934791,113.0226603,38.22908466,25,12442,2628
26.55826329,79.81771705,118.8406477,37.7496183,28,15423,3234
24.65775612,78.20307034,126.0695173,43.70199564,30,8465,987
27.63837362,80.44151059,103.2538478,40.53407138,18,14138,3078
25.07848528,79.45476817,109.780436,43.53021424,31,15574,3334
25.39884595,80.72604703,117.0530576,35.84052979,10,20032,4212
25.53946015,78.83952503,100.0538915,35.68814729,17,15114,3269
24.8563571,80.04576103,100.6920216,41.57152567,35,30261,6475
24.41164536,80.89161405,117.0530576,35.92628951,29,7336,1257
27.13941264,79.61926826,101.2675354,43.64571576,25,22557,4669
27.20763982,80.60188853,97.55397803,38.02929543,40,25238,5610
26.839893,79.81148071,115.5610859,43.73148257,30,4594,1762
23.1678515,80.05946807,101.0043032,41.72652207,25,5705,1674
26.62610165,79.04670046,113.7430891,40.79655071,10,18744,3872
25.71967973,79.11060282,108.894302,36.83098126,17,7728,1674
26.85452663,79.30411611,113.7430891,42.62228634,50,20457,4183
26.9366195,79.30411611,115.278873,38.09677153,5,16877,3581
23.1678515,80.72726883,96.27519623,38.03944817,24,12971,2804
23.38949156,80.41773935,125.0829443,37.06165794,50,24761,5061
22.42394833,78.55041365,115.935393,44.62770452,35,9084,2196
27.01947462,78.32918609,112.7513532,38.62791521,15,31890,6231
22.9502145,80.05946807,116.027628,43.4082814,45,19412,3872
22.57172057,78.30455448,114.7739212,39.70578887,30,26275,5614
22.34310339,80.15308951,111.000565,43.153553,5,11902,2394
22.00740871,79.87636052,111.000565,42.25757062,15,19556,4146
25.71363774,79.19717582,113.7430891,37.29495841,17,16677,3453
22.12438214,78.55041365,109.3011533,38.2768215,20,15210,3255
24.2866789,80.66207851,102.1060696,38.70657961,45,20457,4212
23.83602016,79.16745613,117.1461096,35.6670924,20,24175,5000
25.08727864,78.90023127,97.82665974,41.57152567,30,7728,1523
22.66609461,79.34209108,129.593762,43.29545866,45,22091,4529
24.62975108,80.82285528,108.1058496,41.80947153,45,12349,2628
24.63405909,78.20307034,119.1540354,43.8993461,5,16498,3493
27.33078519,80.13306665,110.4084302,40.46946826,30,7728,1654
22.99870824,80.99489754,101.0043032,38.0206105,30,22064,4497
27.29138839,80.90654233,116.78972,35.84052979,40,31452,6881
23.1678515,80.72726883,107.1911753,38.0206105,45,21192,4673
27.54133065,79.34158265,101.3105612,43.64571576,16,21120,4787
27.20918804,79.5745,101.2675354,41.38002165,20,8348,1257
27.51865797,78.34734425,110.8289538,37.41569346,10,17493,3633
24.45149596,80.89161405,97.55397803,40.03601628,24,7336,1706
24.84709869,80.62194135,97.55397803,38.02929543,25,15403,3205
26.20661208,79.09037546,108.9723966,37.68885106,26,12613,2655
24.88164054,79.88997011,108.7174623,41.89998128,35,12956,2723
24.8272643,80.04576103,109.2684042,38.26230823,35,5851,1257
23.32167524,78.77605282,103.6568825,37.76547493,14,9882,2212
26.839893,78.64009591,105.5638369,38.28182872,26,19788,4146
24.44050863,79.50866581,109.780436,40.74654804,22,12931,2720
22.66609461,78.69363103,105.3893376,39.70578887,21,22791,4436
25.51177122,79.09046849,126.5954698,37.90865746,32,16677,3352
22.66238076,79.34209108,109.6068077,39.71829518,31,13981,2868
22.61674371,78.71866302,116.027628,43.4082814,35,19788,4232
22.9502145,78.44474004,129.1969008,41.07970387,35,25345,5316
25.24542931,80.08657283,125.4843682,35.66351663,28,23815,5000
26.49440708,79.04670046,120.5366124,42.11229239,35,25238,5316
27.64268228,80.44620234,122.5387341,35.66351663,25,19375,3872
24.80306083,80.62846702,123.9515326,43.17425115,5,16173,3486
25.77847065,79.95572367,111.9594612,38.81462094,35,13237,2720
25.08727864,78.82846957,103.6568825,41.45364671,25,13037,2723
25.07848528,79.55427316,112.2854848,43.53021424,27,12834,2817
23.65657838,80.17929367,111.9594612,39.55413191,28,12931,2696
25.17588932,79.26512176,126.5954698,43.68278761,26,11184,2377
25.39884595,79.09046849,125.2369442,42.86899977,40,30261,6881
26.02176139,79.25607926,113.7430891,42.11229239,10,16677,3445
23.66355627,79.92544517,99.03528661,38.20820332,30,12971,2817
27.32526914,80.30095605,123.6649507,39.30874437,25,12218,2394
27.76232279,80.44620234,122.5387341,36.86111403,18,12752,2663
27.21607282,78.4338507,126.6953147,43.36194848,5,17126,3716
24.08038217,80.8249897,101.3128434,40.43744667,45,12349,2677
26.593188,79.04670046,113.7430891,36.83098126,25,15934,3363
22.66609461,80.72726883,129.593762,41.07970387,35,10263,2109
24.09171172,78.44146408,112.7513532,43.8993461,5,22557,4436
24.96658488,79.55427316,96.20550883,44.85142867,10,22557,4727
27.13941264,80.60188853,101.487383,41.09248642,30,14138,3078
23.01871409,78.37365537,101.0043032,37.06165794,17,12637,2628
22.61862266,78.46686607,122.0784843,43.46459175,35,19538,4296
27.60791825,80.66026169,113.0226603,37.15563748,5,16388,3502
27.10835645,79.61926826,115.5610859,38.09677153,40,12496,2698
27.39224532,79.32196425,120.7023885,37.33770625,15,17090,3610
24.74203336,80.62846702,112.3706972,41.80947153,40,7410,1257
25.39884595,80.72604703,108.1058496,37.15563748,12,12752,2663
24.74203336,78.03819254,118.3415754,43.33613314,21,22791,4673
22.63380024,78.71866302,106.8708998,39.71829518,30,26275,5375
24.74203336,79.33672705,116.6371782,37.12509881,25,9764,1942
27.51865797,79.82595446,96.20910721,42.32449577,5,16066,3429
27.39224532,78.34734425,106.0663256,38.55777645,15,17493,3633
22.61674371,78.46686607,119.6429436,43.4082814,35,25345,5449
25.04757264,78.48756703,105.368052,41.15980781,45,20457,4146
25.08727864,79.03820694,97.83665733,40.02958269,45,21192,4497
24.02765767,78.10103855,126.0695173,36.41539411,20,11079,2358
23.28842304,78.56397486,98.10643462,40.48128245,5,15230,3272
27.20918804,79.18429278,113.7430891,37.29495841,15,18744,4096
24.02765767,78.10103855,129.9820953,39.05008672,14,14431,3083
25.53547025,79.19717582,126.5954698,37.68885106,29,16677,3454
24.88164054,80.72023543,112.3706972,41.80947153,25,14138,3083
22.57172057,78.30455448,105.3893376,37.30141337,20,17126,3728
25.53547025,78.29405821,119.1540354,35.00320331,6,23815,5173
25.71967973,80.6038473,96.91084155,41.22051656,27,17728,3740
22.12438214,80.54104964,109.3011533,35.28973643,10,24867,5222
25.85044059,79.11060282,109.5000038,42.11229239,35,20612,4212
26.62610165,80.19603253,111.9594612,40.53407138,25,23875,5222
23.66355627,79.43360714,101.0596166,41.21536012,29,18004,3872
27.34713376,80.20320774,106.0663256,39.05351868,25,22031,4727
26.9366195,78.35636296,105.5638369,38.67327569,15,15784,3277
24.41164536,80.14044721,127.9888687,39.05008672,50,24761,5000
24.63405909,79.33672705,124.7266733,35.80390252,5,12931,2804
24.89374336,80.72023543,124.2751841,38.26230823,5,23875,5173
23.66355627,80.8249897,102.1060696,44.73895246,35,5844,1674
26.39956605,80.49214791,128.8158611,35.16914162,15,26302,5497
27.64268228,79.6581339,129.1853378,35.16914162,5,17000,3740
26.02176139,80.16162142,111.9594612,36.14719154,28,12613,2628
25.53547025,79.49348989,117.3772888,38.09677153,55,11479,2384
27.75661903,79.6581339,103.2538478,40.46946826,20,12834,2720
24.13171932,79.16745613,116.6371782,41.21536012,5,12948,2723
22.29603033,78.29038775,113.2291249,39.71829518,30,26275,5316
25.07848528,79.21615832,117.1461096,43.53021424,45,19511,4100
24.61870807,80.89161405,112.3706972,43.52554094,45,31452,6573
25.13984604,80.52433213,121.3548835,39.30874437,5,20032,4183
22.61674371,78.96911439,115.3924173,44.7328558,20,20654,4296
24.74203336,78.03819254,114.1064187,37.62604686,24,9401,2212
24.96343358,79.45476817,99.52105955,35.98913762,55,24761,5173
23.22122615,78.56397486,107.1911753,36.66465132,6,11079,2392
27.13941264,79.18429278,115.278873,42.11229239,5,16677,3352
23.01871409,80.72726883,101.0043032,35.23949444,35,11160,2501
24.80306083,80.62846702,123.9515326,40.74654804,5,13272,2720
27.2902905,80.18315335,127.822302,36.86111403,40,20612,4146
27.20763982,79.48749844,100.8926844,44.16945708,29,8197,987
22.98589514,80.74788527,101.0043032,39.34236856,29,12334,2571
25.32951569,79.13804947,125.2369442,43.68278761,32,15634,3347
22.94980566,80.05946807,122.0784843,43.46459175,28,9465,2186
23.89482951,80.53959966,99.86264169,39.24272293,15,12971,2826
22.6479162,78.46686607,105.3893376,37.30141337,6,11079,2344
22.97487382,80.05946807,116.6016072,43.46459175,22,9465,1964
23.32167524,79.04695672,121.8024283,35.23949444,2,20733,4594
27.33078519,80.30095605,123.6649507,39.30874437,25,15342,3255
24.8272643,79.88997011,99.52105955,35.68814729,25,11160,2626
23.45929964,80.17929367,109.2684042,38.03944817,22,12948,2720
22.42394833,80.85635751,98.68612895,35.28973643,35,32768,6475
24.63405909,78.93006356,103.729158,44.65342744,14,20654,4183
24.8272643,80.72023543,101.487383,41.89998128,35,12971,2773
27.34713376,79.69567974,106.0663256,37.83164837,40,20612,4234
24.62975108,80.82285528,109.8066081,41.80947153,45,12349,2628
24.35405938,80.66207851,96.91084155,40.63543181,45,21192,4529
27.19940227,79.48749844,103.0542274,41.64883435,45,19511,3961
27.20918804,79.92210176,99.03528661,40.03601628,34,30261,6573
24.88164054,79.7818028,109.780436,43.43752697,10,13443,2804
22.52566121,80.84777819,125.2169076,43.29545866,24,29282,6231
25.35672572,80.72604703,118.0280402,35.84052979,5,12752,2698
27.75661903,80.53297071,113.2761081,41.09248642,5,23875,5173
22.94980566,80.99489754,105.3893376,43.98348011,35,8197,1654
25.62307173,78.59938707,112.7513532,37.41569346,45,19412,4146
25.03264655,78.92769241,112.0545288,40.63576557,29,8348,1654
22.12438214,80.53987208,103.7897404,35.66824034,35,26302,5375
24.41164536,79.50866581,99.52105955,36.85348912,32,18004,4146
22.66609461,79.72364355,125.2169076,39.07956667,27,9465,2011
22.00740871,80.84777819,108.2140267,43.98348011,27,15117,3275
27.10835645,79.48749844,112.5000922,38.09677153,55,24761,5028
22.57172057,78.30455448,125.2169076,43.73896464,30,14478,2868
23.01871409,78.89712263,125.346986,41.72652207,35,8994,2212
27.16416886,79.61926826,103.6100977,44.16945708,30,5844,1578
22.6479162,78.46686607,115.3924173,39.70578887,25,25345,5610
25.24542931,79.66421117,106.309182,40.53407138,28,15724,3347
23.65657838,80.41773935,125.0829443,44.73895246,50,15634,3343
27.0747521,79.48749844,115.5610859,41.64883435,45,20114,4161
24.45149596,80.82285528,118.0280402,40.74654804,35,12334,2421
27.60791825,78.34734425,113.7968445,36.00421995,25,26275,5316
24.44050863,79.50866581,97.10432223,40.35713599,30,18004,4096
27.39224532,79.32196425,115.8893193,43.64571576,5,11239,2626
25.58240036,78.59938707,125.610861,36.00421995,20,22791,4529
26.34765792,80.16162142,109.2684042,43.73148257,35,15634,3277
24.13171932,79.43360714,96.20550883,41.22051656,50,20457,4189
26.9366195,79.30411611,114.8654449,43.64571576,27,15117,3275
26.66599806,79.30411611,114.8654449,41.64883435,50,11479,2626
25.39919515,80.08657283,106.7321467,36.14719154,12,16081,3486
27.84687062,80.53297071,129.1853378,35.16914162,16,15114,3228
22.97487382,79.72364355,125.2169076,43.29545866,40,5851,987
27.76232279,79.6581339,103.2538478,43.63567226,10,16498,3445
24.8272643,79.7818028,112.2854848,40.74654804,25,13272,2817
23.39682679,79.92609337,109.2684042,37.6711538,22,9764,1942
26.66695008,78.87875812,97.82665974,39.24272293,55,19986,4161
27.32526914,78.4338507,117.7226915,36.08382598,5,9401,2134
26.39956605,79.11060282,115.278873,36.83098126,17,17128,3581
23.50005652,80.59478586,108.6388931,39.79000998,26,9764,2109
24.84709869,79.88997011,97.10432223,44.85142867,25,11239,2421
26.49440708,79.04670046,120.5366124,36.83098126,25,18744,3961
25.6750809,78.30663689,116.833022,36.00421995,17,15784,3334
23.28842304,78.56397486,101.0043032,35.24456569,25,17000,3728
27.34713376,80.13306665,110.8289538,39.05351868,27,13309,2804
22.66609461,80.72726883,109.6068077,43.98348011,24,11184,2393
23.38949156,80.59478586,102.4933521,35.24456569,33,20733,4856
23.01871409,78.37365537,107.5895937,40.48128245,25,23468,5061
24.62975108,80.89161405,101.487383,43.52554094,24,25756,5610
26.62610165,79.04670046,108.9723966,38.22908466,15,8348,1227
25.03264655,79.03820694,103.6568825,43.97473936,25,15117,3275
23.65905537,78.30238021,113.5277791,44.7537638,19,20654,4212
24.65775612,78.03819254,118.3415754,43.33613314,30,24078,5000
26.34765792,79.29272622,114.8654449,41.38002165,10,15149,3272
23.88844373,80.53959966,101.3128434,35.92628951,30,18004,3888
25.53946015,78.59938707,123.6870231,37.23562402,17,15784,3347
23.32167524,79.41034633,106.309182,40.48128245,27,10794,2006
24.61870807,78.8052114,98.77059593,40.02958269,19,9882,2196
27.60165319,79.34158265,96.20910721,40.35713599,10,13309,2855
26.9146054,79.30411611,96.05925838,40.35713599,5,8348,1706
24.13171932,80.11431251,99.03528661,36.85348912,20,15784,3429
25.32951569,80.08657283,121.6700028,39.30874437,18,17317,3613
26.66599806,78.64009591,116.833022,37.23562402,30,19775,4234
23.83602016,78.09669487,126.0695173,43.33613314,19,9401,2186
22.34310339,80.15308951,111.000565,39.70578887,15,9764,2186
27.28186629,80.30095605,114.9955594,37.83164837,40,25238,5316
24.61870807,80.82285528,118.0280402,41.89998128,30,22064,4529
24.44050863,80.89161405,117.0530576,41.89998128,35,13793,2935
23.01871409,79.72364355,107.5895937,35.24456569,20,32768,6475
26.593188,79.81771705,118.8406477,39.30874437,28,18744,3872
24.02765767,79.59689328,103.5170999,38.70657961,33,12971,2720
22.6479162,78.06498845,119.1540354,41.07970387,21,13803,3078
27.13941264,79.61926826,117.3772888,44.25216831,25,11184,2393
22.98589514,78.89712263,96.27519623,43.153553,30,22167,4511
24.18953084,79.43360714,99.52105955,39.24272293,55,19511,4011
26.05731818,79.95572367,112.6115105,36.14719154,28,7728,1762
23.66355627,79.43360714,101.3277098,41.21536012,31,24560,5028
24.2866789,79.60291242,112.2854848,38.70657961,45,20114,4146
22.02125634,79.87636052,108.2140267,43.153553,15,13272,2779
27.84687062,79.6581339,122.5387341,39.25772954,5,12549,2611
24.61870807,78.8052114,112.0545288,44.7537638,5,11184,2571
27.2902905,80.30095605,123.6649507,39.25772954,25,12752,2729
27.20763982,80.40933596,121.6700028,39.25772954,30,23875,5199
24.65570633,78.20307034,122.185059,43.04428862,10,14431,2953
27.21607282,80.13306665,123.6649507,35.66351663,30,11160,2571
23.83602016,79.4712915,101.0596166,38.15622827,45,21192,4787
26.839893,80.07408702,125.4843682,39.30874437,24,12442,2729
26.08789637,79.95572367,109.2684042,38.81352041,35,12956,2826
27.28186629,80.75199036,127.822302,35.43954758,40,15114,3163
24.41164536,80.89161405,123.9515326,38.70657961,35,13793,2868
22.87539914,78.44474004,116.6016072,39.07956667,35,19775,4210
24.65775612,78.03819254,119.1540354,36.41539411,5,11079,2501
24.88164054,80.04576103,106.7321467,38.26230823,27,14922,3098
24.59940382,78.8052114,112.8992935,43.04428862,5,17493,3544
27.2902905,79.69567974,114.9955594,38.81462094,32,18744,4100
24.09171172,78.44146408,112.7513532,43.8993461,19,15117,3196
24.59940382,80.89161405,117.0530576,43.43752697,40,29254,6475
27.51865797,79.29997666,110.8289538,40.13998114,26,8348,1706
24.96343358,78.90023127,112.0545288,43.70199564,21,14934,3228
25.00100229,78.41698113,105.368052,37.66705583,29,15230,3196
22.87539914,78.37365537,115.3924173,37.30141337,20,17493,3623
27.01947462,79.81148071,115.5610859,41.39712704,24,15423,3269
22.46728568,80.15308951,115.935393,43.73896464,5,15117,3234
22.46728568,80.85635751,100.778574,39.34236856,27,22064,4787
22.55886737,78.29038775,104.3266797,44.7328558,29,11601,2384
22.63380024,78.96911439,111.060914,43.153553,25,11902,2421
27.13941264,79.61926826,118.8406477,38.09677153,30,16877,3644
25.53946015,78.59938707,127.7316356,43.36194848,29,26275,5341
25.27048901,78.82910611,98.77059593,40.03601628,25,12152,2344
22.99870824,79.87054361,98.10643462,37.76547493,32,5705,1578
25.51177122,78.82910611,98.77059593,39.24272293,45,19986,4189
23.16829314,78.69363103,125.346986,35.23949444,25,32768,6728
22.12438214,80.59243585,109.3011533,39.34236856,5,17404,3716
27.29138839,80.30095605,127.822302,39.30874437,35,20612,4210
24.62975108,78.8052114,105.8006396,43.8993461,33,11601,2394
25.53547025,79.19717582,124.7266733,41.88271226,25,18744,3872
22.42394833,80.53987208,100.2709257,35.28973643,15,26302,5614
26.593188,79.15093695,119.9777641,41.88271226,15,12442,2611
27.60791825,79.29997666,119.6086252,41.64883435,18,15423,3221
24.09171172,79.4712915,109.780436,38.15622827,50,19511,3961
25.04757264,79.55427316,103.5170999,43.97473936,27,11184,2384
27.39224532,79.34158265,101.3105612,37.33770625,29,16705,3502
24.41164536,80.82285528,123.9515326,39.81593654,45,12349,2703
22.63380024,78.96911439,119.6429436,43.29545866,30,7410,1227
24.37223632,80.53959966,96.91084155,40.63543181,20,12971,2727
22.61674371,78.71866302,109.6068077,39.70578887,29,19538,4247
